ProductName,Price,DiscountPrice,Image_Url
De-Tan Facewash For Men,275,192.5,https://www.bigbasket.com/media/uploads/p/l/40180397_2-beardo-de-tan-facewash-for-men.jpg
Pure Neem Skin Purifying Face Wash,130,91,https://www.bigbasket.com/media/uploads/p/l/40170458_6-joy-pure-neem-skin-purifying-face-wash.jpg
Pure Neem Skin Purifying Face Wash,260,182,https://www.bigbasket.com/media/uploads/p/l/1213614_1-joy-pure-neem-skin-purifying-face-wash.jpg
"Max Sunscreen Spray - SPF 50, UVA/UVB Protection, Non Greasy",399,239.4,https://www.bigbasket.com/media/uploads/p/l/40225197_1-beardo-max-sunscreen-spray-spf-50-uvauvb-protection-non-greasy.jpg
"Safe Sun SPF 25 PA +++ UV Protect Body Lotion - Normal to Dry Skin, Nourishing Whitening Milk, Calendula Extracts, With Vitamin B3 & E",299,224,https://www.bigbasket.com/media/uploads/p/l/40142259_1-lotus-herbals-safe-sun-uv-protect-body-lotion-nourishing-whitening-milk-pa-spf-25.jpg
Orosa Matt Blush Stick No. 204,1195,717,https://www.bigbasket.com/media/uploads/p/l/40167309_1-chambor-orosa-matt-blush-stick-no-204.jpg
Faces Canada Magneteyes Kajal + Makeup Fixer Combo,838,557.11,https://www.bigbasket.com/media/uploads/p/l/1221224_1-faces-faces-canada-magneteyes-kajal-makeup-fixer-combo.jpg
Nutranite Skin Renewal Nutritive Night Creme,455,339,https://www.bigbasket.com/media/uploads/p/l/286770_3-lotus-herbals-nutranite-skin-renewal-nutritive-night-creme.jpg
Honey & Almonds Nourishing Skin Cream,330,247.5,https://www.bigbasket.com/media/uploads/p/l/1214356_1-joy-honey-almonds-nourishing-skin-cream.jpg
Honey & Almonds Nourishing Skin Cream - With Wheatgerm Oil & Natural Screen,165,123.75,https://www.bigbasket.com/media/uploads/p/l/40157238_2-joy-honey-almonds-nourishing-skin-cream.jpg
"Hi-Definition Liquid Concealer - Hydrating, Full-Coverage, Weightless",299,179.4,https://www.bigbasket.com/media/uploads/p/l/40231027_1-bella-voste-hi-definition-liquid-concealer-hydrating-full-coverage-weightless.jpg
Pure Strawberry Glycerine Soap,250,187.5,https://www.bigbasket.com/media/uploads/p/l/40147520_1-soulflower-pure-strawberry-glycerin-soap-cold-processed-100-natural-organic.jpg
"Bio Pineapple Oil Control Foaming Face Cleanser - For Normal to Oily Skin, 100% Botanical Extracts",149,108,https://www.bigbasket.com/media/uploads/p/l/100012996_14-biotique-bio-pineapple-fresh-foaming-cleansing-gel-for-normal-to-oily-skin.jpg
Beard & Mustache Wax - Extra Strong,450,315,https://www.bigbasket.com/media/uploads/p/l/40157262_1-beardo-beard-mustache-wax-extra-strong.jpg
Kolkata/Bengali Japani Puti Fish - Whole Cleaned,263,189,https://www.bigbasket.com/media/uploads/p/l/40093196_2-fresho-japani-puti-fish.jpg
"Crispy Fish Fillet - Crunchy Outside, Juicy Inside, With Natural Ingredients, No Preservatives",362,219,https://www.bigbasket.com/media/uploads/p/l/40250800_1-fresho-crispy-fish-fillet-crunchy-outside-juicy-inside-with-natural-ingredients-no-preservatives.jpg
"Crispy Fish Fillet - Crunchy Outside, Juicy Inside, With Natural Ingredients, No Preservatives",674,409,https://www.bigbasket.com/media/uploads/p/l/40250799_1-fresho-crispy-fish-fillet-crunchy-outside-juicy-inside-with-natural-ingredients-no-preservatives.jpg
Street Wear Compact,340,238,https://www.bigbasket.com/media/uploads/p/l/40153083_2-street-wear-street-wear-compact.jpg
"Cocoacaress SPF 20 Daily Hand & Body Lotion - Normal to Dry Skin, Cocoa Butter",260,195,https://www.bigbasket.com/media/uploads/p/l/40142262_1-lotus-herbals-cocoacaress-daily-hand-body-lotion-spf-20.jpg
Body Lovin' Shower Cream - Coffee Wake-A-Ccino,380,259,https://www.bigbasket.com/media/uploads/p/l/40216888_1-plum-body-lovin-shower-cream-coffee-wake-a-ccino.jpg
By Salman Khan Perfumed Deodorant Body Spray - Macho 200 ml + Swag 200 ml,498,237.23,https://www.bigbasket.com/media/uploads/p/l/1214991_1-frsh-by-salman-khan-perfumed-deodorant-body-spray-macho-200-ml-swag-200-ml.jpg
De-tan Tan Removing & Lightening Your Skin Face Pack - Lightens Blemishes,250,175,https://www.bigbasket.com/media/uploads/p/l/40246790_1-jeva-de-tan-tan-removing-lightening-your-skin-face-pack-lightens-blemishes.jpg
"Eau De Parfum - Pure, Long Lasting & Warm Fragrance, For Men",1495,747,https://www.bigbasket.com/media/uploads/p/l/40235429_2-one8-by-virat-kohli-eau-de-parfum-pure-long-lasting-warm-fragrance-for-men.jpg
Ultime Pro Xpert Cover Compact,899,584.35,https://www.bigbasket.com/media/uploads/p/l/40046786_2-faces-ultime-pro-xpert-cover-compact.jpg
"Activated Charcoal Foaming Face Wash - Tea Tree Oil, Built-In Face Brush for Deep Cleansing, No Parabens & Sulphate",399,284,https://www.bigbasket.com/media/uploads/p/l/40192773_2-wow-skin-science-charcoal-face-wash-with-built-in-face-brush-for-deep-cleansing-no-parabens.jpg
"3D Studio Effect Eyelashes - Pixie, Premium Quality, Cruelty-Free",129,96.75,https://www.bigbasket.com/media/uploads/p/l/40233755_1-swiss-beauty-3d-studio-effect-eyelashes-pixie-premium-quality-cruelty-free.jpg
Faces Canada Sindoor Combo - Maroon & Red,298,187.2,https://www.bigbasket.com/media/uploads/p/l/1221221_1-faces-faces-canada-sindoor-combo-maroon-red.jpg
Pearl Eyeliner,165,123.75,https://www.bigbasket.com/media/uploads/p/l/40149241_2-miss-claire-pearl-eyeliner.jpg
Absolute Argan Oil Serum Foundation - Cool Ivory,800,600,https://www.bigbasket.com/media/uploads/p/l/40191153_2-lakme-absolute-argan-oil-serum-foundation-cool-ivory.jpg
Xpressglow Daily Beauty Cream,365,273.75,https://www.bigbasket.com/media/uploads/p/l/40151298_2-lotus-makeup-xpressglow-daily-beauty-cream.jpg
Kajal Pencil,145,87,https://www.bigbasket.com/media/uploads/p/l/40066942_3-coloressence-kajal-pencil.jpg
Cold Pressed Bhringraj Cooling Oil For Hair Fall & Damage Control,700,498.75,https://www.bigbasket.com/media/uploads/p/l/1221016_1-soulflower-cold-pressed-bhringraj-cooling-oil-for-hair-fall-damage-control-225-ml.jpg
Cold Pressed Bhringraj Cooling Oil For Hair Fall & Damage Control,350,262.5,https://www.bigbasket.com/media/uploads/p/l/40079225_5-soulflower-cold-pressed-bhringraj-cooling-oil-for-hair-fall-damage-control.jpg
Cold Pressed Bhringraj Cooling Oil For Hair Fall & Damage Control,700,498.75,https://www.bigbasket.com/media/uploads/p/l/1220834_1-soulflower-cold-pressed-bhringraj-cooling-oil-for-hair-fall-damage-control.jpg
"Bio Carrot 40+ SPF UVA/UVB Sunscreen Ultra Soothing Face Cream - For All Skin Types, 100% Botanical Extracts",220,160,https://www.bigbasket.com/media/uploads/p/l/40120565_8-biotique-sunscreen-bio-carrot-40-spf-for-all-skintypes.jpg
Longwear Eye Pencil,399,259,https://www.bigbasket.com/media/uploads/p/l/40046803_5-faces-longwear-eye-pencil.jpg
"Choco Body Butter - 72 Hrs Intense Non-Sticky Moisture, Reduces Stretch Marks, Heals Dry Skin",645,451.5,https://www.bigbasket.com/media/uploads/p/l/40193657_1-mcaffeine-naked-rich-deep-moisturizing-choco-body-butter.jpg
Natural Soft Vanilla Lip Care,160,120,https://www.bigbasket.com/media/uploads/p/l/40007314_5-himalaya-natural-soft-vanilla-lip-care.jpg
"Body Polishing Kit - Coffee Body Scrub & Choco Body Butter, Exfoliation, Tan Removal, Moisturization",1094,711.42,https://www.bigbasket.com/media/uploads/p/l/1220191_1-mcaffeine-body-polishing-kit-set-of-2.jpg
"Super Lustrous Bold Matte Lipstick - Creamy, Moisturising, No Caking",699,524,https://www.bigbasket.com/media/uploads/p/l/40230395_1-revlon-super-lustrous-bold-matte-lipstick-creamy-moisturising-no-caking.jpg
Beard Growth Oil - Almond & Thyme Hair Oil,350,255,https://www.bigbasket.com/media/uploads/p/l/40170342_1-the-man-company-beard-growth-oil-almond-thyme-hair-oil.jpg
Divine Restorative Night Creme,795,596,https://www.bigbasket.com/media/uploads/p/l/40176463_7-lotus-organics-divine-restorative-night-creme.jpg
"Canada - Weightless Matte Finish Foundation Mini, Ivory 01",199,129,https://www.bigbasket.com/media/uploads/p/l/40188798_1-faces-canada-weightless-matte-finish-foundation-mini-ivory-01.jpg
"Red Onion Oil With Jojoba, Argan & Black Seed Oil",799,575,https://www.bigbasket.com/media/uploads/p/l/40185456_2-qraa-men-red-onion-oil-with-jojoba-argan-black-seed-oil.jpg
"After Hair Removal Lotion - With Camellia And Chamomile Extracts, Reduces Razor Bumps",550,385,https://www.bigbasket.com/media/uploads/p/l/40229369_1-sanfe-after-hair-removal-lotion-with-camellia-and-chamomile-extracts-reduces-razor-bumps.jpg
"Canada - Ultime Pro HD Intense Matte Lips + Primer, Wine Shot",799,559,https://www.bigbasket.com/media/uploads/p/l/40188778_2-faces-canada-ultime-pro-hd-intense-matte-lips-primer-wine-shot.jpg
Ultime Pro Blend Finity Stick Foundation,799,479.4,https://www.bigbasket.com/media/uploads/p/l/40146665_1-faces-ultime-pro-blend-finity-stick-foundation.jpg
Fashion Brow Pencil - Grey,205,133,https://www.bigbasket.com/media/uploads/p/l/40187175_3-maybelline-new-york-fashion-brow-pencil-grey.jpg
Soothe-N-Clean Micellar Water,199,139.3,https://www.bigbasket.com/media/uploads/p/l/40195627_1-iba-soothe-n-clean-micellar-water.jpg
"Hair Oil In Lotion - Non-sticky Formula, With Deep Nourishing",300,180,https://www.bigbasket.com/media/uploads/p/l/40225225_1-sesa-hair-oil-in-lotion-non-sticky-formula-with-deep-nourishing.jpg
Hello Sun SunBlock & Anti-Tan Lotion SPF40,190,133,https://www.bigbasket.com/media/uploads/p/l/40170456_6-joy-hello-sun-sunblock-anti-tan-lotion-spf40.jpg
The Perfect Pout Sheer Creme Lust Lipstick - Rich In Moisturising Properties,225,132.75,https://www.bigbasket.com/media/uploads/p/l/40219663_1-bella-voste-the-perfect-pout-sheer-creme-lust-lipstick-rich-in-moisturising-properties.jpg
"Tandoori Catla Fish Steak - Fresh & Juicy, Marinated, Ready To Cook",245,149,https://www.bigbasket.com/media/uploads/p/l/40240458_4-fresho-tandoori-catla-fish-steak-fresh-juicy-marinated-ready-to-cook.jpg
"Tandoori Catla Fish Steak - Fresh & Juicy, Marinated, Ready To Cook",147,89,https://www.bigbasket.com/media/uploads/p/l/40240459_4-fresho-tandoori-catla-fish-steak-fresh-juicy-marinated-ready-to-cook.jpg
"Mutton Goat Kid - Ribs Chop, Fresh & Flavourful, 10 To 16 pcs",763,549,https://www.bigbasket.com/media/uploads/p/l/40227658_2-fresho-mutton-goat-kid-ribs-chop-fresh-flavourful.jpg
"Mutton Goat Kid - Ribs Chop, Tender & Juicy, 5 To 8 pcs",429,309,https://www.bigbasket.com/media/uploads/p/l/40227659_2-fresho-mutton-goat-kid-ribs-chop-tender-juicy.jpg
"Mutton Goat Kid - Ribs Chop, Fresh & Tender",1458,1049,https://www.bigbasket.com/media/uploads/p/l/40227660_2-fresho-mutton-goat-kid-ribs-chop-fresh-tender.jpg
Eterna Mascara with Herbals,400,300,https://www.bigbasket.com/media/uploads/p/l/40212352_4-eyetex-dazller-eterna-mascara-with-herbals.jpg
Curry Leaves,5.19,3,https://www.bigbasket.com/media/uploads/p/l/40067366_4-fresho-curry-leaves.jpg
All You Need - 6 Serum Sheet Masks,749,599.2,https://www.bigbasket.com/media/uploads/p/l/40250758_1-skin-fx-all-you-need-6-serum-sheet-masks.jpg
"Long Lasting Make-Up Fixer - Dewy Glow Look, Silk Matte Effect, 5-Second Quick-dry, Paraben-free",190,133,https://www.bigbasket.com/media/uploads/p/l/40232162_1-blue-heaven-long-lasting-make-up-fixer-dewy-glow-look-silk-matte-effect-5-second-quick-dry-paraben-free.jpg
Long Lasting Make-Up Fixer,325,234,https://www.bigbasket.com/media/uploads/p/l/40188475_4-blue-heaven-long-lasting-make-up-fixer.jpg
"Aloe Vera Body Lotion - Ultra Light Hydration, No Mineral Oil, Parabens, Silicones",399,233,https://www.bigbasket.com/media/uploads/p/l/40229073_1-wow-skin-science-aloe-vera-body-lotion-ultra-light-hydration-no-mineral-oil-parabens-silicones.jpg
"Aloe Vera Body Lotion-Ultra Light Hydration, No Mineral Oil, Parabens, Silicones",798,410.08,https://www.bigbasket.com/media/uploads/p/l/1216906_1-wow-skin-science-aloe-vera-body-lotion-ultra-light-hydration-no-mineral-oil-parabens-silicones.jpg
Aromatic Skin Toner,125,93.75,https://www.bigbasket.com/media/uploads/p/l/40051412_1-aroma-magic-aromatic-skin-toner.jpg
"Aromatic Skin Toner - Tightens Pores & Revives Skin, For Oily Skin, 100% Free of Alcohols & Parabens",210,157.5,https://www.bigbasket.com/media/uploads/p/l/40050782_2-aroma-magic-skin-toner-aromatic.jpg
"Natural Skincare Intimate Lightening Serum - With Haldi & Chandan, Helps With Spots",750,562,https://www.bigbasket.com/media/uploads/p/l/40224625_1-namyaa-natural-skincare-intimate-lightening-serum-with-haldi-chandan-helps-with-spots.jpg
2 In 1 Nail & Foot Cleaning Brush - For Overall Feet Cleansing,110,82.5,https://www.bigbasket.com/media/uploads/p/l/40229184_1-gubb-2-in-1-nail-foot-cleaning-brush-for-overall-feet-cleansing.jpg
Brick Soap - Deep Sea,195,117,https://www.bigbasket.com/media/uploads/p/l/40093533_3-beardo-brick-soap-deep-sea.jpg
Moon Lava Eyeshadow,850,595,https://www.bigbasket.com/media/uploads/p/l/40194495_2-colorbar-moon-lava-eyeshadow.jpg
"ABC Series Face Pack - Activated Bamboo Charcoal, Detox & Cleanse, All Skin Types, No Chemicals, Paraben Free",210,157.5,https://www.bigbasket.com/media/uploads/p/l/40136765_1-aroma-magic-face-wash-activated-bamboo-charcoal.jpg
Face Wash - Activated Bamboo Charcoal,420,299.25,https://www.bigbasket.com/media/uploads/p/l/1220493_1-aroma-magic-face-wash-activated-bamboo-charcoal.jpg
"Super Pedal Bin - Valley Of Tulip Print, Blue, For Home & Office Use",309,179,https://www.bigbasket.com/media/uploads/p/l/40228478_1-polyset-super-pedal-bin-valley-of-tulip-print-blue-for-home-office-use.jpg
"Rosebay Lipstick + Lip Liner Pencil - With Built-In Sharpener, Matte Finish",175,122.5,https://www.bigbasket.com/media/uploads/p/l/40212427_5-eyetex-dazller-lipstick-matte.jpg
"Everyday Essentials Sensitive Face Cleanser - For Hypoallergenic Sensitive Skin, Soap Free",650,390,https://www.bigbasket.com/media/uploads/p/l/40078414_4-kaya-clinic-sensitive-face-cleanser.jpg
Color Icon Kohl Liner Pencil,195,136.5,https://www.bigbasket.com/media/uploads/p/l/40142031_3-wet-n-wild-color-icon-kohl-liner-pencil.jpg
"Men's Neck Razor - With Built In Precision Trimmer For Shaping, Sensitive Skin",699,524.25,https://www.bigbasket.com/media/uploads/p/l/40223954_1-king-c-gillette-mens-neck-razor-with-built-in-precision-triler-for-shaping-sensitive-skin.jpg
Ecostay Spot Cover All In One Make-Up Stick SPF 20,695,521.25,https://www.bigbasket.com/media/uploads/p/l/40151203_2-lotus-makeup-ecostay-spot-cover-all-in-one-make-up-stick-spf-20.jpg
Artisto Eyebrow Enhancer Pencil & Styler,175,127.75,https://www.bigbasket.com/media/uploads/p/l/40203393_3-blue-heaven-artisto-eyebrow-enhancer-pencil-styler.jpg
Artisto Eyebrow Enhancer Pencil & Styler,175,126,https://www.bigbasket.com/media/uploads/p/l/40203394_4-blue-heaven-artisto-eyebrow-enhancer-pencil-styler.jpg
"Chocolate Peanut Butter, Creamy",199,149,https://www.bigbasket.com/media/uploads/p/l/40222984_2-happychef-chocolate-peanut-butter-creamy.jpg
Refined Olive Oil,2600,1820,https://www.bigbasket.com/media/uploads/p/l/40145469_3-saffola-refined-olive-oil.jpg
Refined Olive Oil,750,525,https://www.bigbasket.com/media/uploads/p/l/40103126_10-saffola-refined-olive-oil.jpg
"Desi Catla Steak - Fresh & Juicy, Marinated, Ready To Cook",245,149,https://www.bigbasket.com/media/uploads/p/l/40240456_4-fresho-desi-catla-steak-fresh-juicy-marinated-ready-to-cook.jpg
"Desi Catla Steak - Fresh & Juicy, Marinated, Ready To Cook",147,89,https://www.bigbasket.com/media/uploads/p/l/40240457_4-fresho-desi-catla-steak-fresh-juicy-marinated-ready-to-cook.jpg
"Natural Moisture Body Lotion - Nourished & Hydrated Skin, Almond with Pure Coconut Milk",220,121,https://www.bigbasket.com/media/uploads/p/l/40200746_2-parachute-advansed-natural-moisture-body-lotion-with-almonds.jpg
Refreshing Mattifying Wipes,130,91,https://www.bigbasket.com/media/uploads/p/l/40095577_3-kaya-clinic-refreshing-mattifying-wipes.jpg
Radiant Gold Cellular Glow Facial Kit,1250,937,https://www.bigbasket.com/media/uploads/p/l/40007463_2-lotus-herbals-radiant-gold-cellular-glow-facial-kit.jpg
"Ultimate Nail Enamel Remover - Dark Chocolate, Acetone Free",250,175,https://www.bigbasket.com/media/uploads/p/l/40173554_3-colorbar-ultimate-nail-enamel-remover-dark-chocolate-acetone-free.jpg
"Cherry Romantic Floral Hand Cream - With Shea Butter, Moisturises Deeply",99,69.3,https://www.bigbasket.com/media/uploads/p/l/40223763_1-swiss-beauty-cherry-romantic-floral-hand-cream-with-shea-butter-moisturises-deeply.jpg
"Jasmine Romantic Floral Hand Cream - With Shea Butter, Moisturises Deeply",99,69.3,https://www.bigbasket.com/media/uploads/p/l/40223765_1-swiss-beauty-jasmine-romantic-floral-hand-cream-with-shea-butter-moisturises-deeply.jpg
Raindrops EDP Chypre Perfume For Women,1300,975,https://www.bigbasket.com/media/uploads/p/l/40159219_7-ajmal-raindrops-edp-chypre-perfume-for-women.jpg
Color Crush Nail Art - P1,160,107.2,https://www.bigbasket.com/media/uploads/p/l/40188669_2-lakme-color-crush-nail-art-p1.jpg
Tinted Lip Balm,225,168.75,https://www.bigbasket.com/media/uploads/p/l/40204692_2-miss-claire-tinted-lip-balm.jpg
"Sunscreen Gel - Ultra Light & Balancing , UVA/UVB Protection, SPF 50+ & PA+++",499,349,https://www.bigbasket.com/media/uploads/p/l/40227863_1-arata-sunscreen-gel-ultra-light-balancing-uvauvb-protection-spf-50-pa.jpg
"Breaded Torpedo Prawns - Crunchy Outside, Juicy Inside, With Natural Ingredients, No Preservatives",592,359,https://www.bigbasket.com/media/uploads/p/l/40250801_1-fresho-breaded-torpedo-prawns-crunchy-outside-juicy-inside-with-natural-ingredients-no-preservatives.jpg
"Breaded Torpedo Prawns - Crunchy Outside, Juicy Inside, With Natural Ingredients, No Preservatives",328,199,https://www.bigbasket.com/media/uploads/p/l/40250802_1-fresho-breaded-torpedo-prawns-crunchy-outside-juicy-inside-with-natural-ingredients-no-preservatives.jpg
"Breathe Well Honey - For Cough & Cold, Has Antibacterial Properties",348,226.2,https://www.bigbasket.com/media/uploads/p/l/40226437_1-vcare-breathe-well-honey-for-cough-cold-has-antibacterial-properties.jpg
Deep Moisturization Duo - Choco Body Butter & Coffee Face Moisturizer,1094,717.89,https://www.bigbasket.com/media/uploads/p/l/1220214_1-mcaffeine-deep-moisturization-duo-choco-body-butter-coffee-face-moisturizer.jpg
Melatonin 10Mg Capsule - Helps To Sleep Well,895,349.05,https://www.bigbasket.com/media/uploads/p/l/40189667_3-himalayan-organics-melatonin-10-mg-healthy-sleep-cycle.jpg
Men Expert Hydra Power Duo Foam Cleanser,499,349.3,https://www.bigbasket.com/media/uploads/p/l/40152439_2-loreal-paris-men-expert-hydra-power-duo-foam-cleanser.jpg
High Definition Loose Powder,450,315,https://www.bigbasket.com/media/uploads/p/l/40138477_1-coloressence-high-definition-loose-powder.jpg
Lit Matte Eyeliner Pencil - Mood,445,244,https://www.bigbasket.com/media/uploads/p/l/40192274_2-myglal-lit-matte-eyeliner-pencil-mood.jpg
Liquid Dip Eyeliner,199,129.35,https://www.bigbasket.com/media/uploads/p/l/40203457_1-bella-voste-liquid-dip-eyeliner.jpg
Gel Effect,395,296.25,https://www.bigbasket.com/media/uploads/p/l/40146928_1-deborah-gel-effect.jpg
Papaya Cucumber Soap + Lavender Soap each of 150g,700,525,https://www.bigbasket.com/media/uploads/p/l/1220974_1-soulflower-papaya-cucumber-soap-lavender-soap-each-of-150g.jpg
Face Wash - Lavender,380,247.01,https://www.bigbasket.com/media/uploads/p/l/1220488_1-aroma-magic-face-wash-lavender.jpg
"Face Wash - Lavender, Hydrating & Softening, For Dry Skin, No Chemicals, Paraben Free",190,142.5,https://www.bigbasket.com/media/uploads/p/l/40035363_2-aroma-magic-face-wash-lavender.jpg
"Bxl Cellular - Cleasing Oil for Face, Eyes & Lips",499,349,https://www.bigbasket.com/media/uploads/p/l/40076225_4-biotique-bxl-cellular-cleasing-oil-for-face-eyes-lips.jpg
"Kapok Romantic Floral Hand Cream - With Shea Butter, Moisturises Deeply",99,69.3,https://www.bigbasket.com/media/uploads/p/l/40223762_1-swiss-beauty-kapok-romantic-floral-hand-cream-with-shea-butter-moisturises-deeply.jpg
"SPF 60 PA+++ UVA & UVB Sun Screen Lotion - All Skin Types, With Certified Organic Ingredients",475,356,https://www.bigbasket.com/media/uploads/p/l/40171668_6-organic-harvest-sunscreen-for-all-skin-spf-60.jpg
"Global Edition, New York Nights",250,137.5,https://www.bigbasket.com/media/uploads/p/l/40185264_3-set-wet-global-edition-new-york-nights.jpg
Skin Awakening Rinse,490,294,https://www.bigbasket.com/media/uploads/p/l/40078422_3-kaya-clinic-skin-awakening-rinse.jpg
Canada Weightless Matte Finish Foundation - Natural 02,449,336,https://www.bigbasket.com/media/uploads/p/l/40191308_1-faces-canada-weightless-matte-finish-foundation-natural-02.jpg
Ayush Kwath - Immunity Booster,184,138,https://www.bigbasket.com/media/uploads/p/l/40223289_2-organic-india-ayush-kwath-ilunity-booster.jpg
"Herbal Body Lotion - Chamomile, Aloe Vera, With Vitamin C, Hyaluronic Acid & Bamboo Extracts",500,325,https://www.bigbasket.com/media/uploads/p/l/40229764_1-soulflower-herbal-body-lotion-chamomile-aloe-vera-with-vitamin-c-hyaluronic-acid-bamboo-extracts.jpg
By Salman Khan Perfumed Deodorant Body Spray - Macho 200 ml + Hero 200 ml,498,225.46,https://www.bigbasket.com/media/uploads/p/l/1214990_1-frsh-by-salman-khan-perfumed-deodorant-body-spray-macho-200-ml-hero-200-ml.jpg
Black Whitening Toothpaste For Whiter Teeth - Powered By Activated Charcoal & SiO2,125,93.75,https://www.bigbasket.com/media/uploads/p/l/40262444_1-clove-black-whitening-toothpaste-for-whiter-teeth-powered-by-activated-charcoal-sio2.jpg
"Stainless Steel Hanger - Sturdy, Long Lasting, Easy Way To Organise Clothes",400,299,https://www.bigbasket.com/media/uploads/p/l/40241860_1-swastik-housewares-stainless-steel-hanger-sturdy-long-lasting-easy-way-to-organise-clothes.jpg
Rakshan Green Tea - Supports Strong Immunity,399,219.45,https://www.bigbasket.com/media/uploads/p/l/40221323_1-kapiva-rakshan-green-tea-supports-strong-ilunity.jpg
Insta5 Mosquito Repellent Liquid Refill,300,258,https://www.bigbasket.com/media/uploads/p/l/40189369_11-mortein-mosquito-repellent-liquid-refills-fits-all-standard-machines.jpg
"Anti Acne Face Wash - Controls Acne, Blackheads, Redness & Itching",498,323.84,https://www.bigbasket.com/media/uploads/p/l/1216261_1-wow-skin-science-anti-acne-face-wash-controls-acne-blackheads-redness-itching.jpg
"Anti Acne Face Wash - Tea Tree Essential Oil+Neem Leaf Extract, Controls Acne, Blackheads, Redness & Itching, No Parabens & Sulphate",249,184,https://www.bigbasket.com/media/uploads/p/l/40192767_2-wow-skin-science-anti-acne-face-wash-controls-acne-blackheads-redness-itching.jpg
Sun Protect Eucalyptus Essential Oil,450,337.5,https://www.bigbasket.com/media/uploads/p/l/40079160_2-soulflower-sun-protect-eucalyptus-essential-oil.jpg
Selfie Concentrated Woody Perfume Free From Alcohol For Male,500,375,https://www.bigbasket.com/media/uploads/p/l/40159268_3-ajmal-selfie-concentrated-woody-perfume-free-from-alcohol-for-male.jpg
"Fresh Replenishing Serum - For Color Treated Or Permed Hair, Almond & Cashew, 100% Botanical Extracts, Ayurvedic Recipe",159,116,https://www.bigbasket.com/media/uploads/p/l/100444611_14-biotique-bio-almond-cashew-fresh-replenishing-serum-for-color-treated-permed-hair.jpg
"Bio Pineapple Oil Control Foaming Face Wash - For Normal to Oily Skin, 100% Botanical Extracts",375,270,https://www.bigbasket.com/media/uploads/p/l/40179810_4-biotique-bio-pineapple-oil-control-foaming-face-wash.jpg
"Cherry Glow Lip Balm - Long-Lasting, Nourishing, Heals Dry, Chapped Lips",149,98.34,https://www.bigbasket.com/media/uploads/p/l/40228280_1-joy-lip-balm.jpg
"Bio Berberry Hydrating Cleanser - For All Skin Types, 100% Botanical Extracts",170,124,https://www.bigbasket.com/media/uploads/p/l/100012998_15-biotique-bio-berberry-refreshing-cleansing-lotion-for-all-skin-types.jpg
"Global Edition, Bali Bliss",250,137.5,https://www.bigbasket.com/media/uploads/p/l/40160481_4-set-wet-global-edition-bali-bliss.jpg
Global Edition Perfume Spray For Men - Bali Bliss,500,250,https://www.bigbasket.com/media/uploads/p/l/1208609_1-set-wet-global-edition-perfume-spray-for-men-bali-bliss.jpg
Men Charcoal Face Wash,500,315,https://www.bigbasket.com/media/uploads/p/l/40149816_1-inatur-men-charcoal-face-wash.jpg
"Reusable Menstrual Cup - With No Rashes, Leakage Or Odour, Large",499,357,https://www.bigbasket.com/media/uploads/p/l/40229338_1-sanfe-reusable-menstrual-cup-with-no-rashes-leakage-or-odour-large.jpg
Supreme Eyelash Curler,215,129,https://www.bigbasket.com/media/uploads/p/l/40223594_1-bronson-professional-supreme-eyelash-curler.jpg
Lash Illusion Duo Mascara - Black,495,346,https://www.bigbasket.com/media/uploads/p/l/40037528_8-colorbar-lash-illusion-duo-mascara-black.jpg
Hair Serum With Almond Oil For Men And Women,350,245,https://www.bigbasket.com/media/uploads/p/l/40159768_1-urban-gabru-hair-serum-with-almond-oil-for-men-and-women.jpg
HMSC-03 Spectra Dual Colour Dressing Comb - Blue / Colour May Vary,250,150,https://www.bigbasket.com/media/uploads/p/l/40164021_2-vega-spectra-dual-colour-dressing-comb-hmsc-03-colour-may-vary.jpg
Sunscreen Spf 55 Lotion - Uva & Uvb Protection,998,586.96,https://www.bigbasket.com/media/uploads/p/l/1216915_1-wow-skin-science-sunscreen-spf-55-lotion-uva-uvb-protection.jpg
Sunscreen Spf 55 Lotion - Uva & Uvb Protection,1497,880.44,https://www.bigbasket.com/media/uploads/p/l/1216916_1-wow-skin-science-sunscreen-spf-55-lotion-uva-uvb-protection.jpg
Sunscreen Spf 55 Lotion - Uva & Uvb Protection,499,333.5,https://www.bigbasket.com/media/uploads/p/l/40220183_3-wow-skin-science-sunscreen-spf-55-lotion-uva-uvb-protection.jpg
Rice Water Brightening Facial Kit,500,325,https://www.bigbasket.com/media/uploads/p/l/40213088_3-glamveda-rice-water-brightening-facial-kit.jpg
Fevicol Eazy Glue Pen,45,28.5,https://www.bigbasket.com/media/uploads/p/l/1213192_1-pidilite-fevicol-eazy-glue-pen.jpg
"Glue Pen - Transparent Adhesive, For Students Project Work",15,10,https://www.bigbasket.com/media/uploads/p/l/40184861_6-pidilite-fevicol-eazy-glue-pen-white-glue-for-art-craft.jpg
Body Spray - Punch,275,192.5,https://www.bigbasket.com/media/uploads/p/l/40230133_1-fogg-body-spray-punch.jpg
"Gulabari Moisturising Body Lotion - All Day Rose Glow, Petal Soft Skin, 100% Organic Rose Oil & Shea Butter",220,154,https://www.bigbasket.com/media/uploads/p/l/40237655_1-dabur-gulabari-moisturising-body-lotion-all-day-rose-glow-petal-soft-skin-100-organic-rose-oil-shea-butter.jpg
